Zip Code,Size AGI,Adjusted Gross Income,,,,,
94505,"$1 under $25,000",15261,,,,,
94505,"$25,000 under $50,000",35251,,,,,
94505,"$50,000 under $75,000",51648,,,,,
94505,"$75,000 under $100,000",64690,,,,,
94505,"$100,000 under $200,000",200749,,,,,
94505,"$200,000 or more",118542,,,,,
94506,"$1 under $25,000",19016,,,,,
94506,"$25,000 under $50,000",32995,,,,,
94506,"$50,000 under $75,000",46666,,,,,
94506,"$75,000 under $100,000",64901,,,,,
94506,"$100,000 under $200,000",350670,,,,,
94506,"$200,000 or more",1683473,,,,,
94507,"$1 under $25,000",15413,,,,,
94507,"$25,000 under $50,000",27978,,,,,
94507,"$50,000 under $75,000",35470,,,,,
94507,"$75,000 under $100,000",46868,,,,,
94507,"$100,000 under $200,000",212743,,,,,
94507,"$200,000 or more",1398835,,,,,
94508,"$1 under $25,000",4938,,,,,
94508,"$25,000 under $50,000",11489,,,,,
94508,"$50,000 under $75,000",10838,,,,,
94508,"$75,000 under $100,000",10863,,,,,
94508,"$100,000 under $200,000",23709,,,,,
94508,"$200,000 or more",33888,,,,,
94509,"$1 under $25,000",139770,,,,,
94509,"$25,000 under $50,000",252369,,,,,
94509,"$50,000 under $75,000",234915,,,,,
94509,"$75,000 under $100,000",194713,,,,,
94509,"$100,000 under $200,000",299979,,,,,
94509,"$200,000 or more",58523,,,,,
94510,"$1 under $25,000",44235,,,,,
94510,"$25,000 under $50,000",91347,,,,,
94510,"$50,000 under $75,000",113986,,,,,
94510,"$75,000 under $100,000",128476,,,,,
94510,"$100,000 under $200,000",411826,,,,,
94510,"$200,000 or more",269221,,,,,
94513,"$1 under $25,000",82703,,,,,
94513,"$25,000 under $50,000",145118,,,,,
94513,"$50,000 under $75,000",201503,,,,,
94513,"$75,000 under $100,000",250294,,,,,
94513,"$100,000 under $200,000",691655,,,,,
94513,"$200,000 or more",271309,,,,,
94514,"$1 under $25,000",2723,,,,,
94514,"$25,000 under $50,000",5320,,,,,
94514,"$50,000 under $75,000",3328,,,,,
94514,"$75,000 under $100,000",4580,,,,,
94514,"$100,000 under $200,000",17260,,,,,
94514,"$200,000 or more",,,,,,
94515,"$1 under $25,000",17057,,,,,
94515,"$25,000 under $50,000",32665,,,,,
94515,"$50,000 under $75,000",28859,,,,,
94515,"$75,000 under $100,000",19021,,,,,
94515,"$100,000 under $200,000",41464,,,,,
94515,"$200,000 or more",83866,,,,,
94517,"$1 under $25,000",15717,,,,,
94517,"$25,000 under $50,000",30028,,,,,
94517,"$50,000 under $75,000",40855,,,,,
94517,"$75,000 under $100,000",58028,,,,,
94517,"$100,000 under $200,000",241793,,,,,
94517,"$200,000 or more",222467,,,,,
94518,"$1 under $25,000",50086,,,,,
94518,"$25,000 under $50,000",104273,,,,,
94518,"$50,000 under $75,000",110892,,,,,
94518,"$75,000 under $100,000",111416,,,,,
94518,"$100,000 under $200,000",288683,,,,,
94518,"$200,000 or more",152105,,,,,
94519,"$1 under $25,000",34998,,,,,
94519,"$25,000 under $50,000",77268,,,,,
94519,"$50,000 under $75,000",88775,,,,,
94519,"$75,000 under $100,000",89163,,,,,
94519,"$100,000 under $200,000",159799,,,,,
94519,"$200,000 or more",31254,,,,,
94520,"$1 under $25,000",101180,,,,,
94520,"$25,000 under $50,000",177435,,,,,
94520,"$50,000 under $75,000",120535,,,,,
94520,"$75,000 under $100,000",88569,,,,,
94520,"$100,000 under $200,000",105671,,,,,
94520,"$200,000 or more",39383,,,,,
94521,"$1 under $25,000",68403,,,,,
94521,"$25,000 under $50,000",147008,,,,,
94521,"$50,000 under $75,000",184868,,,,,
94521,"$75,000 under $100,000",194848,,,,,
94521,"$100,000 under $200,000",519493,,,,,
94521,"$200,000 or more",227126,,,,,
94523,"$1 under $25,000",54711,,,,,
94523,"$25,000 under $50,000",117543,,,,,
94523,"$50,000 under $75,000",158116,,,,,
94523,"$75,000 under $100,000",166131,,,,,
94523,"$100,000 under $200,000",460241,,,,,
94523,"$200,000 or more",302374,,,,,
94525,"$1 under $25,000",6471,,,,,
94525,"$25,000 under $50,000",14985,,,,,
94525,"$50,000 under $75,000",16778,,,,,
94525,"$75,000 under $100,000",13548,,,,,
94525,"$100,000 under $200,000",31943,,,,,
94525,"$200,000 or more",8280,,,,,
94526,"$1 under $25,000",36100,,,,,
94526,"$25,000 under $50,000",67562,,,,,
94526,"$50,000 under $75,000",105444,,,,,
94526,"$75,000 under $100,000",123355,,,,,
94526,"$100,000 under $200,000",552865,,,,,
94526,"$200,000 or more",1226531,,,,,
94530,"$1 under $25,000",42871,,,,,
94530,"$25,000 under $50,000",100138,,,,,
94530,"$50,000 under $75,000",127576,,,,,
94530,"$75,000 under $100,000",114877,,,,,
94530,"$100,000 under $200,000",315694,,,,,
94530,"$200,000 or more",232686,,,,,
94531,"$1 under $25,000",66770,,,,,
94531,"$25,000 under $50,000",137083,,,,,
94531,"$50,000 under $75,000",162833,,,,,
94531,"$75,000 under $100,000",182802,,,,,
94531,"$100,000 under $200,000",405955,,,,,
94531,"$200,000 or more",108143,,,,,
94533,"$1 under $25,000",156162,,,,,
94533,"$25,000 under $50,000",288669,,,,,
94533,"$50,000 under $75,000",265657,,,,,
94533,"$75,000 under $100,000",212390,,,,,
94533,"$100,000 under $200,000",344023,,,,,
94533,"$200,000 or more",84874,,,,,
94534,"$1 under $25,000",50864,,,,,
94534,"$25,000 under $50,000",106074,,,,,
94534,"$50,000 under $75,000",151451,,,,,
94534,"$75,000 under $100,000",179822,,,,,
94534,"$100,000 under $200,000",517010,,,,,
94534,"$200,000 or more",348806,,,,,
94535,"$1 under $25,000",18963,,,,,
94535,"$25,000 under $50,000",22356,,,,,
94535,"$50,000 under $75,000",14984,,,,,
94535,"$75,000 under $100,000",11709,,,,,
94535,"$100,000 under $200,000",12447,,,,,
94535,"$200,000 or more",,,,,,
94536,"$1 under $25,000",105552,,,,,
94536,"$25,000 under $50,000",223321,,,,,
94536,"$50,000 under $75,000",267423,,,,,
94536,"$75,000 under $100,000",283885,,,,,
94536,"$100,000 under $200,000",823851,,,,,
94536,"$200,000 or more",574182,,,,,
94538,"$1 under $25,000",109199,,,,,
94538,"$25,000 under $50,000",230795,,,,,
94538,"$50,000 under $75,000",265458,,,,,
94538,"$75,000 under $100,000",260943,,,,,
94538,"$100,000 under $200,000",640191,,,,,
94538,"$200,000 or more",279815,,,,,
94539,"$1 under $25,000",50417,,,,,
94539,"$25,000 under $50,000",93895,,,,,
94539,"$50,000 under $75,000",130220,,,,,
94539,"$75,000 under $100,000",161234,,,,,
94539,"$100,000 under $200,000",805682,,,,,
94539,"$200,000 or more",1857398,,,,,
94541,"$1 under $25,000",141273,,,,,
94541,"$25,000 under $50,000",284030,,,,,
94541,"$50,000 under $75,000",243753,,,,,
94541,"$75,000 under $100,000",169131,,,,,
94541,"$100,000 under $200,000",272540,,,,,
94541,"$200,000 or more",65898,,,,,
94542,"$1 under $25,000",18623,,,,,
94542,"$25,000 under $50,000",40645,,,,,
94542,"$50,000 under $75,000",49716,,,,,
94542,"$75,000 under $100,000",45264,,,,,
94542,"$100,000 under $200,000",139094,,,,,
94542,"$200,000 or more",143572,,,,,
94544,"$1 under $25,000",174489,,,,,
94544,"$25,000 under $50,000",339456,,,,,
94544,"$50,000 under $75,000",286448,,,,,
94544,"$75,000 under $100,000",197778,,,,,
94544,"$100,000 under $200,000",292173,,,,,
94544,"$200,000 or more",103418,,,,,
94545,"$1 under $25,000",65258,,,,,
94545,"$25,000 under $50,000",142022,,,,,
94545,"$50,000 under $75,000",143755,,,,,
94545,"$75,000 under $100,000",112375,,,,,
94545,"$100,000 under $200,000",207310,,,,,
94545,"$200,000 or more",84573,,,,,
94546,"$1 under $25,000",76076,,,,,
94546,"$25,000 under $50,000",171136,,,,,
94546,"$50,000 under $75,000",211218,,,,,
94546,"$75,000 under $100,000",197027,,,,,
94546,"$100,000 under $200,000",476834,,,,,
94546,"$200,000 or more",205212,,,,,
94547,"$1 under $25,000",35463,,,,,
94547,"$25,000 under $50,000",86731,,,,,
94547,"$50,000 under $75,000",117596,,,,,
94547,"$75,000 under $100,000",123189,,,,,
94547,"$100,000 under $200,000",316149,,,,,
94547,"$200,000 or more",109089,,,,,
94549,"$1 under $25,000",30495,,,,,
94549,"$25,000 under $50,000",62204,,,,,
94549,"$50,000 under $75,000",85970,,,,,
94549,"$75,000 under $100,000",96434,,,,,
94549,"$100,000 under $200,000",418502,,,,,
94549,"$200,000 or more",1616812,,,,,
94550,"$1 under $25,000",64486,,,,,
94550,"$25,000 under $50,000",128002,,,,,
94550,"$50,000 under $75,000",159269,,,,,
94550,"$75,000 under $100,000",201722,,,,,
94550,"$100,000 under $200,000",743212,,,,,
94550,"$200,000 or more",769789,,,,,
94551,"$1 under $25,000",69297,,,,,
94551,"$25,000 under $50,000",135090,,,,,
94551,"$50,000 under $75,000",157671,,,,,
94551,"$75,000 under $100,000",175063,,,,,
94551,"$100,000 under $200,000",507412,,,,,
94551,"$200,000 or more",225504,,,,,
94552,"$1 under $25,000",16491,,,,,
94552,"$25,000 under $50,000",31787,,,,,
94552,"$50,000 under $75,000",46352,,,,,
94552,"$75,000 under $100,000",61296,,,,,
94552,"$100,000 under $200,000",274285,,,,,
94552,"$200,000 or more",279466,,,,,
94553,"$1 under $25,000",80989,,,,,
94553,"$25,000 under $50,000",177195,,,,,
94553,"$50,000 under $75,000",229574,,,,,
94553,"$75,000 under $100,000",228138,,,,,
94553,"$100,000 under $200,000",568753,,,,,
94553,"$200,000 or more",288074,,,,,
94555,"$1 under $25,000",41907,,,,,
94555,"$25,000 under $50,000",85611,,,,,
94555,"$50,000 under $75,000",112772,,,,,
94555,"$75,000 under $100,000",138332,,,,,
94555,"$100,000 under $200,000",490916,,,,,
94555,"$200,000 or more",406811,,,,,
94556,"$1 under $25,000",15172,,,,,
94556,"$25,000 under $50,000",29148,,,,,
94556,"$50,000 under $75,000",47667,,,,,
94556,"$75,000 under $100,000",56423,,,,,
94556,"$100,000 under $200,000",236628,,,,,
94556,"$200,000 or more",762888,,,,,
94558,"$1 under $25,000",137609,,,,,
94558,"$25,000 under $50,000",268856,,,,,
94558,"$50,000 under $75,000",275395,,,,,
94558,"$75,000 under $100,000",242607,,,,,
94558,"$100,000 under $200,000",576358,,,,,
94558,"$200,000 or more",643241,,,,,
94559,"$1 under $25,000",64382,,,,,
94559,"$25,000 under $50,000",127106,,,,,
94559,"$50,000 under $75,000",105617,,,,,
94559,"$75,000 under $100,000",88805,,,,,
94559,"$100,000 under $200,000",168491,,,,,
94559,"$200,000 or more",135755,,,,,
94560,"$1 under $25,000",83702,,,,,
94560,"$25,000 under $50,000",173658,,,,,
94560,"$50,000 under $75,000",186174,,,,,
94560,"$75,000 under $100,000",170611,,,,,
94560,"$100,000 under $200,000",400590,,,,,
94560,"$200,000 or more",161628,,,,,
94561,"$1 under $25,000",63324,,,,,
94561,"$25,000 under $50,000",123913,,,,,
94561,"$50,000 under $75,000",149569,,,,,
94561,"$75,000 under $100,000",161187,,,,,
94561,"$100,000 under $200,000",317987,,,,,
94561,"$200,000 or more",57840,,,,,
94563,"$1 under $25,000",18457,,,,,
94563,"$25,000 under $50,000",32555,,,,,
94563,"$50,000 under $75,000",47329,,,,,
94563,"$75,000 under $100,000",56963,,,,,
94563,"$100,000 under $200,000",281799,,,,,
94563,"$200,000 or more",1616617,,,,,
94564,"$1 under $25,000",35931,,,,,
94564,"$25,000 under $50,000",79715,,,,,
94564,"$50,000 under $75,000",98053,,,,,
94564,"$75,000 under $100,000",91398,,,,,
94564,"$100,000 under $200,000",192031,,,,,
94564,"$200,000 or more",48281,,,,,
94565,"$1 under $25,000",196056,,,,,
94565,"$25,000 under $50,000",368399,,,,,
94565,"$50,000 under $75,000",325436,,,,,
94565,"$75,000 under $100,000",258045,,,,,
94565,"$100,000 under $200,000",374942,,,,,
94565,"$200,000 or more",68203,,,,,
94566,"$1 under $25,000",53581,,,,,
94566,"$25,000 under $50,000",98759,,,,,
94566,"$50,000 under $75,000",129996,,,,,
94566,"$75,000 under $100,000",152638,,,,,
94566,"$100,000 under $200,000",646223,,,,,
94566,"$200,000 or more",1647134,,,,,
94567,"$1 under $25,000",1481,,,,,
94567,"$25,000 under $50,000",2422,,,,,
94567,"$50,000 under $75,000",2513,,,,,
94567,"$75,000 under $100,000",2237,,,,,
94567,"$100,000 under $200,000",90865,,,,,
94567,"$200,000 or more",,,,,,
94568,"$1 under $25,000",52666,,,,,
94568,"$25,000 under $50,000",116564,,,,,
94568,"$50,000 under $75,000",174440,,,,,
94568,"$75,000 under $100,000",205191,,,,,
94568,"$100,000 under $200,000",705224,,,,,
94568,"$200,000 or more",569361,,,,,
94571,"$1 under $25,000",16514,,,,,
94571,"$25,000 under $50,000",34982,,,,,
94571,"$50,000 under $75,000",43207,,,,,
94571,"$75,000 under $100,000",42231,,,,,
94571,"$100,000 under $200,000",67273,,,,,
94571,"$200,000 or more",22248,,,,,
94572,"$1 under $25,000",17817,,,,,
94572,"$25,000 under $50,000",34225,,,,,
94572,"$50,000 under $75,000",37428,,,,,
94572,"$75,000 under $100,000",36342,,,,,
94572,"$100,000 under $200,000",60848,,,,,
94572,"$200,000 or more",14463,,,,,
94574,"$1 under $25,000",16527,,,,,
94574,"$25,000 under $50,000",35167,,,,,
94574,"$50,000 under $75,000",30745,,,,,
94574,"$75,000 under $100,000",30005,,,,,
94574,"$100,000 under $200,000",82624,,,,,
94574,"$200,000 or more",306566,,,,,
94576,"$1 under $25,000",447,,,,,
94576,"$25,000 under $50,000",8516,,,,,
94576,"$50,000 under $75,000",,,,,,
94576,"$75,000 under $100,000",,,,,,
94576,"$100,000 under $200,000",,,,,,
94576,"$200,000 or more",,,,,,
94577,"$1 under $25,000",97883,,,,,
94577,"$25,000 under $50,000",216639,,,,,
94577,"$50,000 under $75,000",216860,,,,,
94577,"$75,000 under $100,000",180303,,,,,
94577,"$100,000 under $200,000",334438,,,,,
94577,"$200,000 or more",171592,,,,,
94578,"$1 under $25,000",91784,,,,,
94578,"$25,000 under $50,000",187955,,,,,
94578,"$50,000 under $75,000",163211,,,,,
94578,"$75,000 under $100,000",106491,,,,,
94578,"$100,000 under $200,000",153171,,,,,
94578,"$200,000 or more",35144,,,,,
94579,"$1 under $25,000",44688,,,,,
94579,"$25,000 under $50,000",91828,,,,,
94579,"$50,000 under $75,000",99903,,,,,
94579,"$75,000 under $100,000",84123,,,,,
94579,"$100,000 under $200,000",150400,,,,,
94579,"$200,000 or more",40215,,,,,
94580,"$1 under $25,000",56037,,,,,
94580,"$25,000 under $50,000",124561,,,,,
94580,"$50,000 under $75,000",138699,,,,,
94580,"$75,000 under $100,000",118002,,,,,
94580,"$100,000 under $200,000",176740,,,,,
94580,"$200,000 or more",21830,,,,,
94582,"$1 under $25,000",27637,,,,,
94582,"$25,000 under $50,000",59269,,,,,
94582,"$50,000 under $75,000",85440,,,,,
94582,"$75,000 under $100,000",119305,,,,,
94582,"$100,000 under $200,000",669159,,,,,
94582,"$200,000 or more",1097349,,,,,
94583,"$1 under $25,000",44947,,,,,
94583,"$25,000 under $50,000",95840,,,,,
94583,"$50,000 under $75,000",143974,,,,,
94583,"$75,000 under $100,000",173135,,,,,
94583,"$100,000 under $200,000",739425,,,,,
94583,"$200,000 or more",1821854,,,,,
94585,"$1 under $25,000",53280,,,,,
94585,"$25,000 under $50,000",116540,,,,,
94585,"$50,000 under $75,000",134541,,,,,
94585,"$75,000 under $100,000",117954,,,,,
94585,"$100,000 under $200,000",182162,,,,,
94585,"$200,000 or more",30093,,,,,
94586,"$1 under $25,000",1788,,,,,
94586,"$25,000 under $50,000",4109,,,,,
94586,"$50,000 under $75,000",4880,,,,,
94586,"$75,000 under $100,000",5230,,,,,
94586,"$100,000 under $200,000",14697,,,,,
94586,"$200,000 or more",24601,,,,,
94587,"$1 under $25,000",134005,,,,,
94587,"$25,000 under $50,000",265825,,,,,
94587,"$50,000 under $75,000",279494,,,,,
94587,"$75,000 under $100,000",260362,,,,,
94587,"$100,000 under $200,000",637698,,,,,
94587,"$200,000 or more",422813,,,,,
94588,"$1 under $25,000",36885,,,,,
94588,"$25,000 under $50,000",76350,,,,,
94588,"$50,000 under $75,000",113267,,,,,
94588,"$75,000 under $100,000",141072,,,,,
94588,"$100,000 under $200,000",544228,,,,,
94588,"$200,000 or more",737272,,,,,
94589,"$1 under $25,000",68239,,,,,
94589,"$25,000 under $50,000",138224,,,,,
94589,"$50,000 under $75,000",125518,,,,,
94589,"$75,000 under $100,000",90271,,,,,
94589,"$100,000 under $200,000",105431,,,,,
94589,"$200,000 or more",22134,,,,,
94590,"$1 under $25,000",92785,,,,,
94590,"$25,000 under $50,000",160339,,,,,
94590,"$50,000 under $75,000",128443,,,,,
94590,"$75,000 under $100,000",88411,,,,,
94590,"$100,000 under $200,000",124143,,,,,
94590,"$200,000 or more",30134,,,,,
94591,"$1 under $25,000",99913,,,,,
94591,"$25,000 under $50,000",212802,,,,,
94591,"$50,000 under $75,000",252893,,,,,
94591,"$75,000 under $100,000",228706,,,,,
94591,"$100,000 under $200,000",510546,,,,,
94591,"$200,000 or more",166378,,,,,
94592,"$1 under $25,000",886,,,,,
94592,"$25,000 under $50,000",2268,,,,,
94592,"$50,000 under $75,000",3310,,,,,
94592,"$75,000 under $100,000",3487,,,,,
94592,"$100,000 under $200,000",9766,,,,,
94592,"$200,000 or more",6448,,,,,
94595,"$1 under $25,000",32161,,,,,
94595,"$25,000 under $50,000",70485,,,,,
94595,"$50,000 under $75,000",96146,,,,,
94595,"$75,000 under $100,000",90679,,,,,
94595,"$100,000 under $200,000",240908,,,,,
94595,"$200,000 or more",275105,,,,,
94596,"$1 under $25,000",35850,,,,,
94596,"$25,000 under $50,000",83424,,,,,
94596,"$50,000 under $75,000",101586,,,,,
94596,"$75,000 under $100,000",92630,,,,,
94596,"$100,000 under $200,000",280259,,,,,
94596,"$200,000 or more",1848910,,,,,
94597,"$1 under $25,000",34416,,,,,
94597,"$25,000 under $50,000",83076,,,,,
94597,"$50,000 under $75,000",113762,,,,,
94597,"$75,000 under $100,000",108828,,,,,
94597,"$100,000 under $200,000",309644,,,,,
94597,"$200,000 or more",260662,,,,,
94598,"$1 under $25,000",31973,,,,,
94598,"$25,000 under $50,000",69133,,,,,
94598,"$50,000 under $75,000",101468,,,,,
94598,"$75,000 under $100,000",122928,,,,,
94598,"$100,000 under $200,000",464127,,,,,
94598,"$200,000 or more",790214,,,,,
94599,"$1 under $25,000",7396,,,,,
94599,"$25,000 under $50,000",15578,,,,,
94599,"$50,000 under $75,000",16120,,,,,
94599,"$75,000 under $100,000",11860,,,,,
94599,"$100,000 under $200,000",24647,,,,,
94599,"$200,000 or more",43155,,,,,
94601,"$1 under $25,000",134833,,,,,
94601,"$25,000 under $50,000",211097,,,,,
94601,"$50,000 under $75,000",123457,,,,,
94601,"$75,000 under $100,000",63957,,,,,
94601,"$100,000 under $200,000",72683,,,,,
94601,"$200,000 or more",20774,,,,,
94602,"$1 under $25,000",52307,,,,,
94602,"$25,000 under $50,000",116023,,,,,
94602,"$50,000 under $75,000",124777,,,,,
94602,"$75,000 under $100,000",112355,,,,,
94602,"$100,000 under $200,000",304940,,,,,
94602,"$200,000 or more",260555,,,,,
94603,"$1 under $25,000",89946,,,,,
94603,"$25,000 under $50,000",150901,,,,,
94603,"$50,000 under $75,000",100594,,,,,
94603,"$75,000 under $100,000",47216,,,,,
94603,"$100,000 under $200,000",40266,,,,,
94603,"$200,000 or more",6082,,,,,
94605,"$1 under $25,000",95971,,,,,
94605,"$25,000 under $50,000",171464,,,,,
94605,"$50,000 under $75,000",174498,,,,,
94605,"$75,000 under $100,000",136849,,,,,
94605,"$100,000 under $200,000",276053,,,,,
94605,"$200,000 or more",110749,,,,,
94606,"$1 under $25,000",106406,,,,,
94606,"$25,000 under $50,000",177905,,,,,
94606,"$50,000 under $75,000",119335,,,,,
94606,"$75,000 under $100,000",61205,,,,,
94606,"$100,000 under $200,000",85166,,,,,
94606,"$200,000 or more",31312,,,,,
94607,"$1 under $25,000",65009,,,,,
94607,"$25,000 under $50,000",94016,,,,,
94607,"$50,000 under $75,000",75305,,,,,
94607,"$75,000 under $100,000",63662,,,,,
94607,"$100,000 under $200,000",109472,,,,,
94607,"$200,000 or more",72431,,,,,
94608,"$1 under $25,000",69641,,,,,
