Zip Code,Size AGI,Returns,Joint Returns,AGI,Unemployment Returns,Unemployment Amount,Taxable Income Returns,Taxable Income Amount
91710,100K under 200K,3285,2882,430585,391,3828,3283,282827
91710,200K or more,370,332,121170,24,277,370,92199
91711,1 under 25K,4904,603,55299,423,3678,2243,13264
91711,25K under 50K,2590,745,95375,302,3337,2390,48268
91711,50K under 75K,1986,811,123570,151,1465,1943,74983
91711,75K under 100K,1617,918,140272,129,1279,1606,90314
91711,100K under 200K,3038,2440,419920,210,1972,3022,287788
91711,200K or more,1209,1065,505565,40,382,1207,395799
91722,1 under 25K,6328,880,84478,918,7349,3059,18086
91722,25K under 50K,4241,1234,153951,653,6679,3985,72866
91722,50K under 75K,2578,1284,159637,348,3376,2567,91462
91722,75K under 100K,1496,1043,129337,221,2154,1495,80984
91722,100K under 200K,1231,1031,156417,153,1303,1230,106064
91722,200K or more,66,57,24008,0,0,66,16984
91723,1 under 25K,3104,406,40679,452,3828,1496,8990
91723,25K under 50K,2232,526,80957,305,2980,2149,40876
91723,50K under 75K,1281,550,78874,169,1617,1271,47455
91723,75K under 100K,677,451,58330,85,727,674,36966
91723,100K under 200K,682,567,89874,81,671,681,60387
91723,200K or more,62,52,17555,0,0,62,13047
91724,1 under 25K,4230,539,52314,530,4401,2016,12255
91724,25K under 50K,2456,684,89592,319,3278,2277,44213
91724,50K under 75K,1751,795,108205,191,1719,1722,62694
91724,75K under 100K,1137,723,98838,148,1517,1136,61242
91724,100K under 200K,1750,1484,233333,180,1768,1749,155350
91724,200K or more,326,290,121616,0,0,326,93587
91730,1 under 25K,10233,1410,134838,1640,13703,4945,29568
91730,25K under 50K,7393,2040,270547,1234,12817,7028,134822
91730,50K under 75K,4792,2126,294573,692,6205,4765,178590
91730,75K under 100K,2901,1791,250139,434,3665,2894,160222
91730,100K under 200K,2732,2118,351729,347,2986,2726,240340
91730,200K or more,269,208,98062,0,0,269,77716
91731,1 under 25K,6608,1243,90209,749,5817,2434,13193
91731,25K under 50K,3033,1164,105985,428,3841,2825,45908
91731,50K under 75K,1086,576,65694,160,1337,1082,38879
91731,75K under 100K,401,269,34189,50,444,401,22301
91731,100K under 200K,277,206,34626,28,290,276,23829
91731,200K or more,34,24,39759,0,0,34,35110
91732,1 under 25K,13442,2730,183403,1648,12863,4992,27234
91732,25K under 50K,6481,2480,228670,907,8540,5960,97553
91732,50K under 75K,2346,1272,141381,325,2598,2329,81828
91732,75K under 100K,889,586,76492,115,969,885,48769
91732,100K under 200K,624,491,79927,62,486,623,54667
91732,200K or more,64,50,20354,0,0,62,14885
91733,1 under 25K,10215,2127,140317,1151,8628,3622,18854
91733,25K under 50K,4569,1757,159129,575,5160,4180,66086
91733,50K under 75K,1402,747,84920,171,1439,1388,49354
91733,75K under 100K,517,346,44144,77,726,516,27854
91733,100K under 200K,302,241,37385,34,361,301,25518
91733,200K or more,35,23,29159,0,0,35,24383
91737,1 under 25K,3429,394,40780,385,3202,1715,10351
91737,25K under 50K,2033,614,74973,298,3276,1851,35913
91737,50K under 75K,1454,711,90628,208,2003,1414,50162
91737,75K under 100K,1116,758,96860,143,1516,1105,57586
91737,100K under 200K,2089,1800,285437,172,1602,2083,186500
91737,200K or more,655,587,273128,28,225,651,208714
91739,1 under 25K,4163,553,50191,475,4174,1947,11702
91739,25K under 50K,2566,794,93790,356,3907,2286,43061
91739,50K under 75K,1952,921,121538,246,2269,1906,65489
91739,75K under 100K,1632,1032,141573,207,2030,1623,81991
91739,100K under 200K,2943,2515,404688,305,2702,2936,252818
91739,200K or more,774,705,256848,41,355,773,186076
91740,1 under 25K,4233,623,52811,531,4451,2044,12129
91740,25K under 50K,2719,808,99456,399,3842,2576,49436
91740,50K under 75K,1689,820,104683,227,2511,1667,61636
91740,75K under 100K,1280,837,110597,184,1608,1277,70053
91740,100K under 200K,1486,1248,195164,169,1512,1485,131579
91740,200K or more,187,165,80606,0,0,187,60959
91741,1 under 25K,3729,491,42981,348,3242,1830,10835
91741,25K under 50K,2165,658,79571,280,3290,1964,40095
91741,50K under 75K,1637,788,101819,166,1507,1606,59306
91741,75K under 100K,1328,890,115245,127,1267,1314,70489
91741,100K under 200K,2317,2010,319900,190,1847,2314,212196
91741,200K or more,710,644,333975,31,359,707,261122
91744,1 under 25K,17368,2996,240942,2344,18281,7122,39806
91744,25K under 50K,10066,3649,357127,1507,13709,9295,148286
91744,50K under 75K,3919,2273,237559,602,4981,3904,130758
91744,75K under 100K,1698,1258,145154,261,2125,1698,88433
91744,100K under 200K,994,840,124350,116,944,991,82834
91744,200K or more,60,45,19856,0,0,60,16381
91745,1 under 25K,9459,1862,118502,1018,9079,4142,24711
91745,25K under 50K,5815,2048,210300,724,7813,5417,98773
91745,50K under 75K,3417,1734,210312,383,3881,3369,123109
91745,75K under 100K,2128,1396,184290,226,2210,2120,116239
91745,100K under 200K,2932,2487,393469,283,2785,2926,268212
91745,200K or more,563,499,261794,25,168,561,207122
91746,1 under 25K,6299,1136,85566,860,6740,2549,13993
91746,25K under 50K,3702,1289,131212,511,4792,3391,54553
91746,50K under 75K,1525,873,92365,238,1858,1515,49762
91746,75K under 100K,659,487,56325,92,801,659,34265
91746,100K under 200K,417,360,52615,57,508,417,34736
91746,200K or more,29,22,21445,0,0,29,17815
91748,1 under 25K,9333,2109,115532,813,7540,3708,21226
91748,25K under 50K,5027,1990,179761,560,6007,4631,82909
91748,50K under 75K,2383,1286,146450,263,2581,2353,86391
91748,75K under 100K,1377,962,119345,178,1861,1370,75242
91748,100K under 200K,1815,1484,243161,197,1930,1813,163745
91748,200K or more,502,442,204776,0,0,500,161006
91750,1 under 25K,5363,745,64388,607,5302,2560,15083
91750,25K under 50K,3163,889,114887,453,4929,2948,58456
91750,50K under 75K,2196,1011,136390,240,2332,2161,80535
91750,75K under 100K,1583,1071,137027,171,1710,1580,85521
91750,100K under 200K,2747,2349,376027,274,2636,2742,251295
91750,200K or more,651,590,275022,36,261,649,200681
91752,1 under 25K,5023,893,66795,735,5878,2033,11566
91752,25K under 50K,3044,1155,109571,584,6103,2763,46192
91752,50K under 75K,1668,918,102398,268,2270,1643,55639
91752,75K under 100K,1029,702,88794,170,1577,1028,53364
91752,100K under 200K,1029,884,132056,139,1294,1029,85915
91752,200K or more,88,76,24819,0,0,88,18140
91754,1 under 25K,7625,1714,89846,687,5716,2868,16129
91754,25K under 50K,3754,1191,135389,472,4660,3583,68993
91754,50K under 75K,2085,817,127798,167,1473,2070,81927
91754,75K under 100K,1187,690,102466,107,1196,1183,68906
91754,100K under 200K,1473,1108,197732,115,1165,1468,140341
91754,200K or more,374,306,162104,20,187,373,130809
91755,1 under 25K,6203,1588,72974,619,4874,2220,12826
91755,25K under 50K,2835,1016,101762,350,3535,2694,50869
91755,50K under 75K,1448,611,88858,122,1058,1439,55660
91755,75K under 100K,815,478,70335,87,788,813,47047
91755,100K under 200K,963,755,128531,82,717,963,91421
91755,200K or more,157,128,45520,0,0,157,36083
91761,1 under 25K,10424,1654,141643,1600,12884,4506,26104
91761,25K under 50K,6549,2174,236198,1055,10556,6028,105277
91761,50K under 75K,3413,1770,209923,542,5143,3394,117834
91761,75K under 100K,2016,1475,173839,329,3237,2009,105326
91761,100K under 200K,1727,1483,219080,226,2101,1725,146369
91761,200K or more,124,104,56627,0,0,124,44203
91762,1 under 25K,11823,1939,161886,1736,13699,4728,25829
91762,25K under 50K,6787,2319,242922,1082,10582,6302,106590
91762,50K under 75K,2899,1511,176237,443,3945,2882,100184
91762,75K under 100K,1317,920,113307,184,1564,1316,71354
91762,100K under 200K,1090,911,138398,144,1329,1089,95089
91762,200K or more,102,80,40056,0,0,102,31112
91763,1 under 25K,7639,1372,104658,1028,8058,3022,16756
91763,25K under 50K,4193,1474,149714,645,6342,3860,63544
91763,50K under 75K,1906,1060,116188,294,2579,1892,64840
91763,75K under 100K,861,616,73879,121,974,861,45603
91763,100K under 200K,585,484,72807,68,680,584,48671
91763,200K or more,41,32,18777,0,0,41,11280
91764,1 under 25K,10898,1700,152287,1602,12307,4418,24230
91764,25K under 50K,6318,2218,224077,1077,10213,5855,95647
91764,50K under 75K,2657,1407,161370,389,3368,2646,92937
91764,75K under 100K,1080,730,92244,180,1512,1076,58892
91764,100K under 200K,629,507,77735,80,601,629,53240
91764,200K or more,45,36,22549,0,0,45,17964
91765,1 under 25K,7106,1360,83176,649,6416,3142,18623
91765,25K under 50K,4437,1600,162225,576,6868,4031,76985
91765,50K under 75K,3066,1464,189420,315,3251,3016,108566
91765,75K under 100K,2232,1483,193849,237,2556,2219,119677
91765,100K under 200K,3760,3172,512800,354,3649,3747,343957
91765,200K or more,978,881,491432,58,552,975,380841
91766,1 under 25K,14065,2511,190917,1950,14653,5443,28130
91766,25K under 50K,6984,2833,246890,1114,10744,6343,99078
91766,50K under 75K,2829,1651,171351,472,3829,2816,93971
91766,75K under 100K,1323,896,114043,204,1728,1321,71272
91766,100K under 200K,1275,1068,168102,152,1682,1274,113060
91766,200K or more,159,132,44806,0,0,159,34507
91767,1 under 25K,9372,1402,125716,1282,9967,3793,20809
91767,25K under 50K,5158,1749,183504,790,7710,4747,78040
91767,50K under 75K,2435,1216,148613,337,2909,2425,83526
91767,75K under 100K,1126,740,96582,153,1300,1122,59669
91767,100K under 200K,851,655,108484,96,949,846,73021
91767,200K or more,80,46,24224,0,0,79,17909
91768,1 under 25K,6713,1098,90971,901,6819,2596,14139
91768,25K under 50K,3314,1214,117632,483,4508,3007,48430
91768,50K under 75K,1265,681,76991,196,1796,1258,42827
91768,75K under 100K,611,381,52027,84,603,610,32031
91768,100K under 200K,440,346,56267,49,431,438,37733
91768,200K or more,56,45,41863,0,0,56,34097
91770,1 under 25K,14427,3762,184967,1659,12759,5532,32039
91770,25K under 50K,7043,2653,251152,931,8807,6592,118399
91770,50K under 75K,3003,1416,182794,281,2362,2987,112504
91770,75K under 100K,1378,830,118414,142,1323,1372,78216
91770,100K under 200K,1170,878,150828,105,1016,1166,106383
91770,200K or more,118,89,173326,0,0,118,151568
91773,1 under 25K,5257,705,64115,612,5360,2586,15383
91773,25K under 50K,3306,959,121267,494,5430,3091,61352
91773,50K under 75K,2363,1012,146332,289,2784,2328,85870
91773,75K under 100K,1717,1050,148709,169,1573,1705,92646
91773,100K under 200K,2658,2179,359606,252,2583,2656,243024
91773,200K or more,598,520,218399,25,187,597,167188
91775,1 under 25K,3729,813,45802,313,2845,1575,9066
91775,25K under 50K,2262,800,82158,264,2727,2096,39972
91775,50K under 75K,1399,578,86618,136,1401,1373,53503
91775,75K under 100K,1012,600,87421,95,926,1007,55793
91775,100K under 200K,1736,1407,242483,150,1576,1734,166720
91775,200K or more,529,471,168987,32,243,528,127517
91776,1 under 25K,9310,2311,111053,883,6761,3267,18622
91776,25K under 50K,4412,1668,158047,539,5191,4199,77618
91776,50K under 75K,1921,887,117621,202,1794,1911,74080
91776,75K under 100K,881,519,75569,81,797,879,50728
91776,100K under 200K,903,663,118965,89,716,900,84247
91776,200K or more,137,100,49599,0,0,136,35748
91780,1 under 25K,6377,1355,78093,641,5659,2730,15635
91780,25K under 50K,3758,1376,136595,467,4820,3508,67406
91780,50K under 75K,2366,1102,145899,232,2480,2333,85898
91780,75K under 100K,1455,933,125405,143,1557,1448,82520
91780,100K under 200K,1887,1563,251859,199,1733,1883,175630
91780,200K or more,294,246,91234,0,0,291,69408
91784,1 under 25K,3519,516,40662,302,2684,1686,9769
91784,25K under 50K,1888,641,69695,232,2679,1690,33744
91784,50K under 75K,1550,728,96942,157,1880,1520,54085
91784,75K under 100K,1327,880,115368,144,1624,1317,70091
91784,100K under 200K,2915,2487,405436,249,2335,2912,270708
91784,200K or more,955,850,357289,42,497,952,271216
91786,1 under 25K,9422,1232,124152,1358,10681,4301,25625
91786,25K under 50K,5698,1609,204950,867,8731,5429,101941
91786,50K under 75K,2998,1349,185070,408,3645,2982,112253
91786,75K under 100K,1663,1133,143247,210,1788,1660,92654
91786,100K under 200K,1889,1534,247401,195,1916,1888,171136
91786,200K or more,230,202,66883,0,0,229,50804
91789,1 under 25K,6814,1367,79503,612,5571,3019,17933
91789,25K under 50K,3945,1466,144094,514,6108,3575,68528
91789,50K under 75K,2653,1409,164648,284,3056,2608,94259
91789,75K under 100K,1874,1290,162707,205,2127,1862,100286
91789,100K under 200K,3361,2836,464513,324,3264,3354,310944
91789,200K or more,976,886,370689,50,469,968,284738
91790,1 under 25K,7793,1112,102031,1123,9426,3708,21827
91790,25K under 50K,4802,1411,172869,633,6388,4513,82540
91790,50K under 75K,2755,1371,169432,373,3639,2729,96952
91790,75K under 100K,1795,1227,155054,239,2327,1792,96312
91790,100K under 200K,1825,1544,234186,201,1978,1824,157072
91790,200K or more,119,89,33756,0,0,117,25443
91791,1 under 25K,5334,793,66056,656,5335,2491,14563
91791,25K under 50K,3253,910,118839,425,4160,3043,58091
91791,50K under 75K,2050,940,126865,220,2078,2015,72252
91791,75K under 100K,1367,853,118368,141,1349,1358,72339
91791,100K under 200K,1865,1515,250219,182,1727,1862,164564
91791,200K or more,454,395,195995,0,0,454,149981
91792,1 under 25K,5237,819,67663,702,6022,2427,14094
91792,25K under 50K,3458,1006,125825,444,4721,3305,62115
91792,50K under 75K,2060,971,126631,272,2608,2050,74685
91792,75K under 100K,1227,823,106138,154,1538,1226,66887
91792,100K under 200K,1252,1038,160906,143,1300,1250,107469
91792,200K or more,99,78,25336,0,0,99,19233
91801,1 under 25K,10453,2327,130114,1144,9221,4402,26230
91801,25K under 50K,6435,1902,232078,781,7839,6194,122951
91801,50K under 75K,3231,1294,197691,313,2980,3207,128686
91801,75K under 100K,1708,897,146462,168,1683,1700,100131
91801,100K under 200K,1761,1265,233290,187,1501,1759,167009
91801,200K or more,288,231,114537,0,0,286,90078
91803,1 under 25K,6172,1445,78065,737,6077,2598,15305
91803,25K under 50K,3589,1136,129821,456,4477,3447,66743
91803,50K under 75K,1892,780,115647,182,1662,1876,72461
91803,75K under 100K,1003,586,86301,100,841,999,58046
91803,100K under 200K,1037,818,138486,108,930,1037,97268
91803,200K or more,119,97,34668,0,0,119,27478
91901,1 under 25K,2085,306,24829,251,1899,976,6022
91901,25K under 50K,1310,463,47608,188,1843,1213,23247
91901,50K under 75K,913,495,56231,131,1180,896,31640
91901,75K under 100K,708,509,61151,81,748,704,37914
91901,100K under 200K,1347,1146,187034,116,1009,1345,125796
91901,200K or more,391,356,150052,22,211,391,113046
91902,1 under 25K,2752,407,33819,289,2481,1317,8181
91902,25K under 50K,1701,538,61855,187,2024,1558,30430
91902,50K under 75K,1100,525,67798,90,1037,1065,39986
91902,75K under 100K,892,591,77723,93,823,888,49048
91902,100K under 200K,1534,1323,211195,125,1137,1530,144297
91902,200K or more,421,390,163527,0,0,419,127609
91905,1 under 25K,231,60,2626,33,341,81,464
91905,25K under 50K,162,65,5740,25,282,148,2579
91905,50K under 75K,84,53,5185,27,323,84,3276
91905,75K under 100K,54,42,4661,0,0,54,3097
91905,100K under 200K,60,49,8047,0,0,60,5738
91905,200K or more,0,0,0,0,0,0,0
91906,1 under 25K,474,98,5899,91,724,178,1108
91906,25K under 50K,337,160,12519,55,534,321,5547
91906,50K under 75K,222,142,13792,32,338,219,8115
91906,75K under 100K,133,111,11302,38,289,133,7182
91906,100K under 200K,126,110,17637,0,0,125,12028
91906,200K or more,0,0,0,0,0,0,0
91910,1 under 25K,13742,2271,181627,1754,13063,6320,37587
91910,25K under 50K,9217,3050,331305,1311,12380,8741,161695
91910,50K under 75K,4754,2466,290615,557,4930,4711,176294
91910,75K under 100K,2732,1951,236081,315,2730,2728,152568
91910,100K under 200K,3115,2647,410079,265,2479,3111,283338
91910,200K or more,438,379,162002,0,0,436,125022
91911,1 under 25K,16597,3103,221612,2548,19586,7137,40671
91911,25K under 50K,10631,4059,380061,1693,16133,10049,173884
91911,50K under 75K,4922,2963,300031,759,6714,4899,176738
91911,75K under 100K,2418,1852,208339,341,2821,2414,133378
91911,100K under 200K,2013,1773,258010,201,1744,2011,175297
91911,200K or more,142,124,47975,0,0,140,37106
91913,1 under 25K,4613,793,57875,498,4192,2147,12707
91913,25K under 50K,3585,1308,130621,436,4457,3280,60094
91913,50K under 75K,2628,1427,164051,310,2844,2578,90471
91913,75K under 100K,2115,1580,184078,263,2391,2110,107319
91913,100K under 200K,3257,2881,436236,306,2440,3253,279090
91913,200K or more,357,330,98234,25,198,357,72628
91914,1 under 25K,1571,246,18950,163,1450,726,4250
91914,25K under 50K,1030,367,38006,121,1267,943,17597
91914,50K under 75K,814,443,50426,84,725,786,25949
91914,75K under 100K,769,574,67078,75,651,765,37967
91914,100K under 200K,1566,1390,217907,149,1357,1561,136273
91914,200K or more,409,373,161762,0,0,409,124227
91915,1 under 25K,2630,413,32757,304,2591,1205,7166
91915,25K under 50K,1923,750,71487,235,2500,1713,30458
91915,50K under 75K,1494,816,92922,151,1353,1472,48156
91915,75K under 100K,1423,1042,123950,168,1524,1419,70786
91915,100K under 200K,2280,2009,307012,233,1922,2280,197628
91915,200K or more,279,260,77671,0,0,278,58038
91916,1 under 25K,291,55,3442,39,250,127,746
91916,25K under 50K,215,97,8048,50,454,200,3972
91916,50K under 75K,129,74,8053,0,0,129,4892
91916,75K under 100K,100,76,8638,25,255,100,5510
91916,100K under 200K,134,117,27707,0,0,134,20297
91916,200K or more,0,0,0,0,0,0,0
91917,1 under 25K,190,59,2594,34,331,65,375
91917,25K under 50K,97,59,3465,30,331,88,1345
91917,50K under 75K,74,59,4972,0,0,74,2910
91917,75K under 100K,0,0,0,0,0,0,0
91917,100K under 200K,28,25,4188,0,0,28,2967
91917,200K or more,0,0,0,0,0,0,0
91932,1 under 25K,5123,737,68598,827,5808,2415,14590
91932,25K under 50K,3522,1176,125126,516,5208,3387,61816
91932,50K under 75K,1513,834,92195,221,1923,1501,58124
